,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
130,"Menepi Cover","Guyon Waton",264602,https://open.spotify.com/track/1merjIVhdrKOOdolcYhn3v
131,"you broke me first","Tate McRae",262833,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
132,"Kenangan Terindah",SAMSONS,262511,https://open.spotify.com/track/5TtmfZaNSYEcTR49cureT0
133,Maria,"Hwa Sa",261161,https://open.spotify.com/track/2kqnQCChvRpDRAasIwc4Rh
134,"if u could see me cryin' in my room","Arash Buana",260821,https://open.spotify.com/track/2yynRDKYqTLVTcP7FqoyVE
135,"Sugeng Dalu","Denny Caknan",259195,https://open.spotify.com/track/0qyzO8E6IBxZv48FG9R3KQ
136,"Without Me",Halsey,258688,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
137,"Cinta Dan Rahasia","Yura Yunita",257676,https://open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib
138,"Be Kind (with Halsey)",Marshmello,256754,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
139,"To the Bone",Pamungkas,254408,https://open.spotify.com/track/3pCt2wRdBDa2kCisIdHWgF
140,"Jangan Rubah Takdirku",Andmesh,254113,https://open.spotify.com/track/6MczIMSdoZyw8EBPhihazN
141,Pupus,"Hanin Dhiya",253847,https://open.spotify.com/track/4za8UJq7JI99ilRYQXVrkm
142,"Takkan Terganti",Marcell,253517,https://open.spotify.com/track/0T4t1PywlNmJGcveGH5spB
143,"Kill This Love",BLACKPINK,249091,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
144,Rumit,"Langit Sore",248777,https://open.spotify.com/track/09feBGdHhXOECluqKwOoXL
145,"Call You Mine (feat. Geologic Of The Blue Scholars)","Jeff Bernat",248483,https://open.spotify.com/track/4m5HKGwULoA0SvhaXiDMPR
146,ON,BTS,248112,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
147,"Break My Heart","Dua Lipa",248103,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
148,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",Fourtwnty,245624,https://open.spotify.com/track/4lfAvFv8roumWVKXhHF8uN
149,Tegar,Rossa,244660,https://open.spotify.com/track/32qGak8I84APt5Inj96cfq
150,I.F.L.Y.,Bazzi,244280,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
151,"You Are The Reason","Calum Scott",243880,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
152,Membasuh,Hindia,243672,https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
153,Sorai,"Nadin Amizah",243474,https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
154,"all the kids are depressed","Jeremy Zucker",242024,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
155,Rumpang,"Nadin Amizah",241974,https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
156,"Left & Right",SEVENTEEN,240691,https://open.spotify.com/track/66orj0qtDgnU6DlmllAxbq
157,"lovely (with Khalid)","Billie Eilish",239283,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
158,"Harusnya Aku",Armada,239089,https://open.spotify.com/track/4NO6tr1qkrDQWgz0IEyxwE
159,"I Like Me Better",Lauv,238161,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
160,"Blueberry Faygo","Lil Mosey",237812,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
161,"Manusia Bodoh","Ada Band",237488,https://open.spotify.com/track/408TyH9YoTkH9J0Da9Ue8C
162,"Who Dis?","SECRET NUMBER",237444,https://open.spotify.com/track/6loyhEAW2QFgQnvorXzsXn
163,"fine today (Nanti Kita Cerita Tentang Hari Ini - Original Motion Picture Soundtrack)","Ardhito Pramono",236442,https://open.spotify.com/track/6EviFqpmuvHfQaExMKmt0A
164,"I Don't Care (with Justin Bieber)","Ed Sheeran",235487,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
165,Circles,"Post Malone",233525,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
166,"One Only - Acoustic",Pamungkas,233135,https://open.spotify.com/track/71ck7QnubXzGGj3hE49dvk
167,"Cinta Sejati","Bunga Citra Lestari",232362,https://open.spotify.com/track/7zoWyFMR4t8m4CWSmTAois
168,"cigarettes of ours","Ardhito Pramono",232046,https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
169,"Say So","Doja Cat",231158,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
170,"Sweet Night",V,230583,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp
171,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,230559,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
172,"Teman Bahagia",Jaz,229465,https://open.spotify.com/track/0KeK6xqEcTT1VWhHf5iw2d
173,"Tentang Rindu",Virzha,226336,https://open.spotify.com/track/5bG0Nj8pt4fM8LTG9PiWmu
174,Terserah,"Glenn Fredly",226069,https://open.spotify.com/track/1fFcUhuTyKulwqikvRG2hJ
175,"Dalan Liyane","Woro Widowati",224554,https://open.spotify.com/track/6uFYKnQ0jYPAvx2hF1kncC
176,Shallow,"Lady Gaga",223721,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
177,Remaja,Hivi!,223132,https://open.spotify.com/track/1SaQZoFXNu7ZAxxKImzFgf
178,summertime,cinnamons,220551,https://open.spotify.com/track/172zA5Yn0YzayQWvEJuGAm
179,"Semoga, Ya",Nosstress,219810,https://open.spotify.com/track/6wHnwqvtNdQicSPTTkYRQN
180,"Jikalau Kau Cinta",Judika,219558,https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
181,"Sampai Jadi Debu (Menampilkan Gardika Gigih)","Banda Neira",218809,https://open.spotify.com/track/0ROj512WvJ1eqeELd7MEdJ
182,"Aku Tenang",Fourtwnty,218793,https://open.spotify.com/track/2tO8xKwSF82hUZp0sOMLM6
