,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
102,"Toosie Slide",Drake,488176,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
103,"Morto Dentro",Ernia,484549,https://open.spotify.com/track/1H9PaGk1HDQGE4Zl9vDCNf
104,"Bella così - feat. Federica Carta","Chadia Rodriguez",482802,https://open.spotify.com/track/3XLyyybPY2d8kLiMb8HIyA
105,"Lo Sai",Tedua,482271,https://open.spotify.com/track/2fQtrzMUMmnnJ5YxSb55MR
106,Bataclan,Nerone,478835,https://open.spotify.com/track/2blMyjvcy9l17CWRupWpyF
107,JAMBO,"Takagi & Ketra",475996,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
108,Lento,"Boro Boro",473805,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
109,"fuck 3x","tha Supreme",465240,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
110,"Ringo Starr","Pinguini Tattici Nucleari",460341,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
111,Supalonely,BENEE,456024,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
112,Rapide,Mahmood,454074,https://open.spotify.com/track/2cf1g08CvDuhwXFqxjetQi
113,"VIENIMI (a ballare)",AIELLO,444020,https://open.spotify.com/track/3VZfK5GR6tN3WH3WsBNMYq
114,Arrogante,Irama,440660,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
115,goosebumps,"Travis Scott",439553,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
116,Vivo,Ernia,437315,https://open.spotify.com/track/7wv8GkrBxS7S5LguyBP9hA
117,"Me Gusta",Shakira,435708,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
118,"La hit dell'estate",Shade,432299,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
119,"SNITCH E IMPICCI (feat. FSK SATELLITE)",DrefGold,431332,https://open.spotify.com/track/5zgyx2vTkJ05b5Y37X95Wy
120,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,430794,https://open.spotify.com/track/5EpBEqf5bnKeJ3p4zA1Sod
121,"D'estate non vale (feat. Ana Mena)","Fred De Palma",429408,https://open.spotify.com/track/5IbiQAbMBe5T2K67mCAIx3
122,"Il Tipo","Guè Pequeno",425386,https://open.spotify.com/track/6YOLMt6WZAuojclLoNOXaB
123,"Ferma A Guardare",Ernia,413757,https://open.spotify.com/track/2UJFzqzkU6eByT6tdi2iLf
124,"Parte Di Me (feat. Carl Brave)","Guè Pequeno",413073,https://open.spotify.com/track/6ns4hgo8aZZqgbsjOl6hw7
