,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
74,"Savage Love (Laxed - Siren Beat)","Jawsh 685",986083,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
75,"Te gusta","MC Kevinho",975745,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg
76,"Poesia Acústica - Paris","Pineapple StormTv",957343,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK
77,"Vem Me Satisfazer","MC Ingryd",957023,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
78,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",937464,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
79,"Textão - Ao Vivo","Zé Neto & Cristiano",928547,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF
80,"Someone You Loved","Lewis Capaldi",892168,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
81,"Manda Áudio","Di Propósito",878478,https://open.spotify.com/track/4nsXVD1xw3BRMFUWx5gQRe
82,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",875986,https://open.spotify.com/track/7ArNH109yIfwIquJ535fsi
83,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",870429,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf
84,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",851425,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ
85,Tentativas,"Marília Mendonça",840603,https://open.spotify.com/track/5STHFaWYO1KeyITjvB4hR8
86,"Oh Juliana",Niack,839307,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
87,"Para, Pensa e Volta (feat. Marília Mendonça) - Ao Vivo","Yasmin Santos",824108,https://open.spotify.com/track/2rRA0VNb8RcaUMAmgWFoCL
88,Pupila,ANAVITÓRIA,816065,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
89,Girassol,"Priscilla Alcantara",816059,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
90,"Eterna Sacanagem","MC JottaPê",812502,https://open.spotify.com/track/1AfNdxHdE4OLcnQUyC6j3i
91,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",809815,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC
92,"Pode Sumir","Luíza & Maurílio",806734,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA
93,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",798506,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns
94,"Meu Abrigo",Melim,798052,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
95,"Tiro Certo - Ao Vivo","Zé Felipe",795597,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
96,"ily (i love you baby) (feat. Emilee)","Surf Mesa",789956,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
97,"Deixa pra Amanhã - Ao Vivo",Dilsinho,789052,https://open.spotify.com/track/6hqJJY6rwAUS2zl9FsCQQH
98,"Tijolão - Ao Vivo","Jorge & Mateus",788872,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
99,"Amor de Que","Pabllo Vittar",771524,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP
100,"Lençol Dobrado","João Gustavo e Murilo",771114,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
101,"Kenny G",Matuê,759269,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
102,"Carreira Solo - Ao Vivo","Gusttavo Lima",754152,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
103,"Algo Mais (Amante) - Ao Vivo","Xand Avião",751734,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
104,Señorita,"Shawn Mendes",747607,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
105,"Vergonha pra Midia","Salvador Da Rima",745148,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J
106,"Dois Enganados","Murilo Huff",743648,https://open.spotify.com/track/7McCAKExE8KsI2q4Y8wx4U
107,"Poesia Acústica #8: Amor e Samba","Pineapple StormTv",727399,https://open.spotify.com/track/2RoWhAVtQrPU53BERYlmYZ
108,"Ferida Curada","Zé Neto & Cristiano",726423,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
109,"O Amor Que Tu Perdeu",Mila,724347,https://open.spotify.com/track/3VQF7gLCASQQ3lQkOnFBhz
110,"Dois Lados","Wesley Safadão",717668,https://open.spotify.com/track/3vSXPjfcebTt5mB8DXHWM6
111,"Party Girl (Remix)",StaySolidRocky,713573,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
112,JBL,"Solange Almeida",712605,https://open.spotify.com/track/6THoM5F4gvHguHHyLfxGjU
113,"Mil Anos - Recorded At Mosh Studios, São Paulo","Jorge & Mateus",710808,https://open.spotify.com/track/4UUtssVRs2aQTLQCAAtZg1
114,"Hear Me Tonight",Alok,700878,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ
115,"Basta Você Me Ligar (feat. Xand Avião) - Ao Vivo","Os Barões Da Pisadinha",694886,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1
116,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",691942,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB
117,"Lose Control",MEDUZA,691417,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
118,goosebumps,"Travis Scott",690579,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
119,"Deixa (feat. Ana Gabriela)",Lagum,685816,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
120,"Bebe e Vem Me Procurar","Raí Saia Rodada",684691,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
121,"Ouvi Dizer",Melim,684648,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
