,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
124,"So Far","Karan Aujla",201944,https://open.spotify.com/track/1IvVEUd8TlHEd1joM0qA4Q
125,"Dil Diyan Gallan","Atif Aslam",199757,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
126,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",198567,https://open.spotify.com/track/5ZU1GwpkNJPaGbUwXX5rpQ
127,Circles,"Post Malone",198058,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
128,Thunder,"Imagine Dragons",197843,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
129,Kabira,"Tochi Raina",194759,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
130,"I Don't Care (with Justin Bieber)","Ed Sheeran",194142,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
131,Sage,Ritviz,193607,https://open.spotify.com/track/64RkEV5b7bG697vhIPMlrl
132,"Main Tumhara","A.R. Rahman",192675,https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5
133,"Rain On Me (with Ariana Grande)","Lady Gaga",191233,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
134,Samajavaragamana,"Sid Sriram",190675,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
135,"rockstar (feat. 21 Savage)","Post Malone",188937,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
136,"Teri Mitti",Arko,186995,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12
137,"Dusk Till Dawn - Radio Edit",ZAYN,186471,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
138,Attention,"Charlie Puth",186048,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
139,"Girls Like You (feat. Cardi B)","Maroon 5",185414,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
140,"Shape of You","Ed Sheeran",185009,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
141,"Ik Mulaqaat","Meet Bros.",183979,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
142,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",182284,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
143,"Let Me Love You","DJ Snake",182266,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
144,"Beautiful People (feat. Khalid)","Ed Sheeran",182055,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
145,"Main Suneya","Ammy Virk",181748,https://open.spotify.com/track/4AR1na46nYoPXPmNRgciUH
146,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,181194,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
147,Happier,Marshmello,181143,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
148,Filhall,"B Praak",178412,https://open.spotify.com/track/6E7P1uT2afeor2t6wR2y2r
149,"Pehla Pyaar","Armaan Malik",177279,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7
150,"Ek Raat",Vilen,175782,https://open.spotify.com/track/2jHicGSFIXm8dUdGz2wwzx
151,Yaari,Nikk,175717,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
152,Pal,Javed-Mohsin,175111,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
153,"Tum Se Hi","Mohit Chauhan",174822,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
154,"Bad Liar","Imagine Dragons",173957,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
155,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",173442,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
156,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")","Palak Muchhal",172856,https://open.spotify.com/track/5b7u3idwfY2LyqMQlCwscm
157,ON,BTS,172602,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
158,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",172434,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
159,Khaab,Akhil,171642,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
160,"Kun Faya Kun","A.R. Rahman",171635,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
161,"Sauda Khara Khara","Diljit Dosanjh",170810,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
162,"Chalo Chalein",Ritviz,169677,https://open.spotify.com/track/0NS3ca87AFGTQ2jHWeaLJ1
163,"Humdard (From ""Ek Villain"")","Arijit Singh",169489,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
164,"Paniyon Sa","Atif Aslam",169089,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2
165,"Ae Dil Hai Mushkil Title Track",Pritam,168850,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
166,"It's You","Ali Gatie",168476,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
167,Bewafa,"Imran Khan",168431,https://open.spotify.com/track/4FcknXDJ8yW2QYUl0cm6uJ
168,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",166629,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
169,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",165810,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
170,"Heer Ranjha","Bhuvan Bam",165156,https://open.spotify.com/track/2RDl2NJhz5EfiSTyvHIaM5
