,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
120,"Black Swan - Japanese ver.",BTS,18563,https://open.spotify.com/track/5smmjzMNkj4YSacTBH6taZ
121,"Мишка (feat. KATERINA)","Poshlaja Molli",18526,https://open.spotify.com/track/1gendg1aFXeHaMD2IdT0C8
122,"Boss Bitch","Doja Cat",18503,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
123,Стресс,SALUKI,18401,https://open.spotify.com/track/5DPilFDJbKv817c18gDynJ
124,"Make It Right - Japanese ver.",BTS,18336,https://open.spotify.com/track/6P0Ni8GrnwRScC4uk8tKqM
125,"5 минут назад",PHARAOH,18265,https://open.spotify.com/track/10pXYKoJOxNAWkeGkNeNnH
126,KONSTRUKT,PORCHY,18204,https://open.spotify.com/track/4SUpPTdkAOoklM62WgkZCg
127,"Sour Candy (with BLACKPINK)","Lady Gaga",18157,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
128,"Покинула чат","Klava Koka",18081,https://open.spotify.com/track/7aeVjMwmfh2srL7TDmCS3F
129,"Say So","Doja Cat",18016,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
130,SAD!,XXXTENTACION,17900,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
131,"СПАСАТЕЛЬНЫЙ КРУГ",FACE,17818,https://open.spotify.com/track/08pVm2BCyMSevBLXYLysqi
132,"Больше бед",Markul,17794,https://open.spotify.com/track/0x7M4FOGrnNX2QqXHt9wU3
133,ЯТЛ,Zivert,17717,https://open.spotify.com/track/6p8KF5IgD1SdQZ1qE95u13
134,"ON - Japanese ver.",BTS,17711,https://open.spotify.com/track/2hhizKAVm9wNn0d2N05jkG
135,"Sweet Night",V,17660,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp
136,"Между Нами",LIZER,17532,https://open.spotify.com/track/1DNfspfRRy59nYnxAVeqK0
137,"everything i wanted","Billie Eilish",17518,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
138,"Kings & Queens","Ava Max",17513,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
139,"Нон стоп","Poshlaja Molli",17461,https://open.spotify.com/track/7g9d7JZFkLw3ue8FAOismU
140,"Не исправлюсь",дора,17413,https://open.spotify.com/track/7yApuy9REi3F0dWMFQp5e3
141,"TKN (feat. Travis Scott)",ROSALÍA,17283,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
142,"Life Is Good (feat. Drake)",Future,17268,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
143,Инкассатор,ROCKET,17067,https://open.spotify.com/track/4DcMqvjv5pcYVu9jTBhpDH
144,Марабу,ATL,17051,https://open.spotify.com/track/0bhFmbqYNTWsRycbyxlC8H
145,"NO HOOK NO HOES (feat. Yung Hurn) - Prod. Pretty Scream","Boulevard Depo",17040,https://open.spotify.com/track/668YCXECwMTwv6CuEchxj2
146,"IDOL - Japanese ver.",BTS,16988,https://open.spotify.com/track/2vYF5MHeCNtqCVastthDAo
147,Юность,Dabro,16937,https://open.spotify.com/track/6Rt9Ke6dOKwQSDHQsUETfp
148,Starboy,"The Weeknd",16757,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
149,Химия,"Klava Koka",16736,https://open.spotify.com/track/2XgnZdIFwtbZbtZHW85AqM
150,"Lucid Dreams","Juice WRLD",16678,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
151,Believer,"Imagine Dragons",16507,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
152,Circles,"Post Malone",16368,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
153,Море,"Jah Khalib",16337,https://open.spotify.com/track/7KqVIlAo3o5zk5XKuVx99h
