,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
161,"Depois da Chuva","Wet Bed Gang",32671,https://open.spotify.com/track/2ebMZu8tfOap16ftf70LTF
162,"TROLLZ (with Nicki Minaj)",6ix9ine,32467,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
163,Camadas,Papillon,32429,https://open.spotify.com/track/6g3BZ70tvq3qOPicxtsnYa
164,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,32273,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9
165,Skechers,DripReport,32217,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
166,Impossíveis,Piruka,32188,https://open.spotify.com/track/06YKCirt0RfP49rs6qB9sk
167,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",32170,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
168,Farda,Gson,31959,https://open.spotify.com/track/6YvBWNtX8L8VBxahAqo954
169,"The Take (feat. Chris Brown)","Tory Lanez",31832,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
170,Robbery,"Juice WRLD",31822,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
171,"Mood Swings (feat. Lil Tjay)","Pop Smoke",31817,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
172,"Kings & Queens","Ava Max",31679,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
173,"Teu Eternamente","Slow J",31613,https://open.spotify.com/track/3klZEB3gNmhKoOTqwVH92G
174,"Quando a vontade bater (Participação especial de PK Delas)",Pk,31539,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
175,"Meu Abrigo",Melim,31517,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
176,S2,Bispo,31492,https://open.spotify.com/track/5ST37xjKMW3WL0a723EN1b
177,"Amor de Fim de Noite",Orochi,31329,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J
178,Yummy,"Justin Bieber",30879,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
179,Rojo,"J Balvin",30542,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
180,"Perto de Mim",SYRO,30528,https://open.spotify.com/track/5o0kwxZpDFrbiju7Qii5py
181,"Fighting Demons","Juice WRLD",30492,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
182,"Meu Ego","Deejay Telio",30358,https://open.spotify.com/track/4g7pN0tzE26Hv4HM3UTwfO
183,"Ouvi Dizer",Melim,30192,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
184,#24,ProfJam,30126,https://open.spotify.com/track/0wlOyxuja1SEoqEj0aZ1BQ
185,"Don't Call Me Up",Mabel,29947,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
186,"BELIEVE IT",PARTYNEXTDOOR,29817,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
187,"Do I Wanna Know?","Arctic Monkeys",29791,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
188,"Ballin' (with Roddy Ricch)",Mustard,29644,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
189,Controla,"Vado Más Ki Ás",29629,https://open.spotify.com/track/28JoqEKYM54zHmouVCTUwX
190,"Hoji en Sá Ta Vivi","Julinho Ksd",29624,https://open.spotify.com/track/3PS7DV9nHtL6FhgSPh0d8z
191,"rockstar (feat. 21 Savage)","Post Malone",29515,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
192,"It's You","Ali Gatie",29500,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
193,Gangstas,"Pop Smoke",29392,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
194,"Djadja (feat. Maluma) - Remix","Aya Nakamura",29334,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
195,"Lights Up","Harry Styles",29281,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
196,Voltas,"Fernando Daniel",29253,https://open.spotify.com/track/3K53RODdfVk8K9yv3GCPQP
197,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",28892,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
198,"Longe do Cubico (feat. Yuran, Julinho KSD, Trista & Kibow)","Instinto 26",28785,https://open.spotify.com/track/5eBITLADCixT6NjT0FMP5D
199,"Sem Limites","WC no Beat",28764,https://open.spotify.com/track/0DWUfq7vSAArkz82XHnuGm
200,Happier,Marshmello,28725,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
