,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
78,Quizas,"Rich Music LTD",14452,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
79,PAM,"Justin Quiles",14446,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
80,Definitivamente,"Daddy Yankee",14336,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
81,"Me perdiste","Kim Loaiza",14331,https://open.spotify.com/track/1znPo0QYH2TeIBrOCSfrqI
82,"La Mitad",Camilo,14253,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
83,"Te Vi","Piso 21",14203,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
84,"Pa Mí - Remix",Dalex,14125,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
85,Narcos,"Anuel AA",13874,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
86,"PA' ROMPERLA","Bad Bunny",13857,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
87,"Si Me Dices Que Sí",Reik,13721,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
88,Bichiyal,"Bad Bunny",13648,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
89,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",13608,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
90,"How You Like That",BLACKPINK,13565,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
91,"Loco - Remix",Farruko,13237,https://open.spotify.com/track/6nGM44ZP7vSo0istUW2MOq
92,ADMV,Maluma,13212,https://open.spotify.com/track/3eJMSq78dDaFb7VvhNFnq6
93,"105 F Remix",KEVVO,12970,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7
94,"Adore You","Harry Styles",12800,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
95,Follow,"KAROL G",12777,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
96,4K,"El Alfa",12774,https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp
97,"Pero Ya No","Bad Bunny",12769,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
98,"Si Se Da - Remix","Myke Towers",12728,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
99,"No Te Contaron Mal","Christian Nodal",12716,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
100,"MÁS DE UNA CITA","Bad Bunny",12648,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL
101,Circles,"Post Malone",12639,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
