,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
78,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",7695,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
79,goosebumps,"Travis Scott",7643,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
80,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",7561,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
81,Falling,"Trevor Daniel",7432,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
82,"Play Date","Melanie Martinez",7417,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
83,Circles,"Post Malone",7402,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
84,"Can't Die","Juice WRLD",7371,https://open.spotify.com/track/6DuHcOuuGWXNvF3uocsrBa
85,"Adore You","Harry Styles",7328,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
86,"WHATS POPPIN","Jack Harlow",7287,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
87,"After Party","Don Toliver",7282,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
88,"I Want It","Juice WRLD",7238,https://open.spotify.com/track/6RsRMf9e4KUyo3MecGffNL
89,"Screw Juice","Juice WRLD",7162,https://open.spotify.com/track/2XSO13Gyndo7MDdtYibIxO
90,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,7139,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0
91,"Intentions (feat. Quavo)","Justin Bieber",6843,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
92,"hot girl bummer",blackbear,6658,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
93,"Before You Go","Lewis Capaldi",6655,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
94,Dior,"Pop Smoke",6620,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
95,X.O,"The Limba",6555,https://open.spotify.com/track/6o92Z50qYohU4Q03xbMneu
96,"bad guy","Billie Eilish",6538,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
97,"Armasta mind (feat. Vaiko Eplik)",Trad.Attack!,6473,https://open.spotify.com/track/4IGzqti2qQMw8XrolWxM30
98,"Lose Somebody",Kygo,6461,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
99,"Wash Us In The Blood","Kanye West",6452,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
100,"GO (feat. Juice WRLD)","The Kid LAROI",6450,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
101,"3 Nights","Dominic Fike",6434,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
102,"Godzilla (feat. Juice WRLD)",Eminem,6428,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",6412,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
104,"Someone You Loved","Lewis Capaldi",6349,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
105,Señorita,"Shawn Mendes",6250,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
106,Robbery,"Juice WRLD",6220,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
107,"Are You Bored Yet? (feat. Clairo)",Wallows,6194,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
108,Mõista-mõista,kaw,6126,https://open.spotify.com/track/51nhLypQDkbzweV0rrNIGS
109,"SICKO MODE","Travis Scott",6115,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
110,"Life Is Good (feat. Drake)",Future,6111,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
111,Kehakeel,"Liis Lemsalu",6028,https://open.spotify.com/track/47nNodBnYIMFpH9mEh3k5j
112,sumsum,Villemdrillem,6016,https://open.spotify.com/track/1ACi3GtAg4B2umciLvC0mL
113,"Boss Bitch","Doja Cat",5910,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
114,"Aurik Viljandist",Siimi,5910,https://open.spotify.com/track/4lcQQXsbC8UVBi7vLP2AXg
115,ROXANNE,"Arizona Zervas",5892,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
116,"Star Shopping","Lil Peep",5889,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
117,"Üks Kord Veel",Traffic,5863,https://open.spotify.com/track/2WVSHS3zUhl9STi9IHxXlg
118,"Until We Die",WATEVA,5860,https://open.spotify.com/track/6FqGxJBWE3KOcpY7HodwiA
119,"Lose Control",MEDUZA,5815,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
120,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",5805,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
121,"TROLLZ (with Nicki Minaj)",6ix9ine,5798,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
122,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,5784,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
123,"Jocelyn Flores",XXXTENTACION,5783,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
