,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
105,"OUT WEST (feat. Young Thug)",JACKBOYS,28357,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
106,Mama?,"Sin Boy",28140,https://open.spotify.com/track/6m69YzoQgEkhPnWIhXswcJ
107,"MVP Freestyle",Light,27820,https://open.spotify.com/track/7JFHUJUtOP9xCdkcK935OZ
108,"Sagapao Sou Fonaksa","Petros Iakovidis",27779,https://open.spotify.com/track/2M7STJIKdTAaly7v8EYjmr
109,Falling,"Trevor Daniel",27686,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
110,"SO FRESH",iLLEOo,27433,https://open.spotify.com/track/0daqTASSj5dYbSAZTyTKPI
111,YAYA,6ix9ine,27199,https://open.spotify.com/track/6EfBMJQwe2xLgldra6DaYp
112,"Before You Go","Lewis Capaldi",27007,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
113,"How You Like That",BLACKPINK,26863,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
114,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,26571,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
115,"Stuck with U (with Justin Bieber)","Ariana Grande",26430,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
116,Trifilla,"Thug Slime",26047,https://open.spotify.com/track/6w0C4z4SQ7UPzgJL7Avmjc
117,Fire,"DJ Stephan",26031,https://open.spotify.com/track/2fugsxwuvwc5AtupvDnL7K
118,Ekali,"Billy Sio",25289,https://open.spotify.com/track/4fHGnAoI9pAtnCwWtPKpAZ
119,"everything i wanted","Billie Eilish",24977,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
120,"Aim For The Moon (feat. Quavo)","Pop Smoke",24864,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
121,"Tipota Ston Kosmo",LEX,24781,https://open.spotify.com/track/6WCkbrjSG16OJTlMayNmqU
122,Sinefa,SNIK,24749,https://open.spotify.com/track/4UG6A9OHIaRnHgj3nBCE09
123,"Say So","Doja Cat",24638,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
124,"Ta Leme Meta",TOQUEL,24599,https://open.spotify.com/track/3ucPVIMQmNsnLkuoTmUAvf
125,Aroma,Fy,24440,https://open.spotify.com/track/4ewhPnjVBPYE5Mgc55dJ39
126,"Alaxe Ta Ola","Giorgos Sabanis",24437,https://open.spotify.com/track/7FmkhXVPiLi2FmugNkkK1M
127,"Godzilla (feat. Juice WRLD)",Eminem,24360,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
128,"After Party","Don Toliver",24203,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
129,"Paradothika Se Sena","Natasa Theodoridou",24147,https://open.spotify.com/track/5QDuZmPGzs8NIAG1fyfgsy
130,Guccci,"Mad Clip",24070,https://open.spotify.com/track/4AcWoNZHJ6tLBcKWifiTbC
131,"Lose Control",MEDUZA,23877,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
132,"Someone You Loved","Lewis Capaldi",23625,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
133,"Drugs N Roses","Pepe Frantik",23515,https://open.spotify.com/track/5WXpYhtjZd4XJ6zrndMNYT
134,GTPM,Trannos,23393,https://open.spotify.com/track/0pM6iVr8oq1od02zTMaa7h
135,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",23389,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
136,"Ksero Mana",Saske,23292,https://open.spotify.com/track/5HWolqY3ip2Bh7rS6UJ5c0
137,"Kings & Queens","Ava Max",23279,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
138,"Lucid Dreams","Juice WRLD",23219,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
139,Yayo,"Eleni Foureira",23217,https://open.spotify.com/track/2R49jde0XRhZbTrpbiZCNV
140,Mektoub,VLOSPA,23119,https://open.spotify.com/track/73hkARooAxWI3EXpk41S1y
141,Alithinos,"Thug Slime",23105,https://open.spotify.com/track/2KeoZO8HbsH2nHpLYPhCYn
142,"44 BullDog","Pop Smoke",23054,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
143,"bad guy","Billie Eilish",22975,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
144,"Cuba Libre","Mente Fuerte",22674,https://open.spotify.com/track/5yJkVWNDz5sWCHKskwJphc
145,Hustla,"Mad Clip",22474,https://open.spotify.com/track/6qz9ENCPWflD7aAeltENLV
146,Thriller,Sadam,22381,https://open.spotify.com/track/74NM6ZppUfKI6j3qgdYboq
147,ROXANNE,"Arizona Zervas",22362,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
148,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",22111,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
149,Señorita,"Shawn Mendes",21971,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
150,"De Me Theloun",Fy,21959,https://open.spotify.com/track/5z8K92vYj0FH6C05HAT2Ve
151,Secrets,Regard,21906,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
152,"Stunnin' (feat. Harm Franklin)","Curtis Waters",21877,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
153,"Intentions (feat. Quavo)","Justin Bieber",21494,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
154,"Blood On My Jeans","Juice WRLD",21475,https://open.spotify.com/track/3MmCFghNjzZMn3HKqbVizn
155,"Skase Ena Fili","Nikos Oikonomopoulos",21230,https://open.spotify.com/track/6FKRaiIsNJsfOxBORvxW2U
156,"Don't Rush (feat. Headie One)","Young T & Bugsey",21133,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
157,SAD!,XXXTENTACION,21126,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
158,Rude,"Thug Slime",21030,https://open.spotify.com/track/7iuAD1gMziC84IfRVXxOqv
159,Angelina,"Sin Boy",21015,https://open.spotify.com/track/5dNfStj0Ffn3EaJy2GpMW6
160,Titanic,"Juice WRLD",20927,https://open.spotify.com/track/1QoG0Yqz1onMsdbOibZVke
161,Lamborghini,Ypo,20877,https://open.spotify.com/track/3ZIVAmxp3kaqE2la6vOwmu
162,Mexico,"Thug Slime",20837,https://open.spotify.com/track/5GjrUqnpVZYINBTAVyyWmU
163,"GIA MENA",iLLEOo,20802,https://open.spotify.com/track/4RQg8880JNHrs9A8SgZfaT
164,"Be Kind (with Halsey)",Marshmello,20758,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
165,"Mavro Range","Mente Fuerte",20558,https://open.spotify.com/track/6v9Cigr3hxwlfh7xkpDDsU
166,LOBY,iLLEOo,20462,https://open.spotify.com/track/3NWM2XHcpuAWqXfVlb3P4T
167,Woh,Fy,20447,https://open.spotify.com/track/0Hgn1f4MeiSBFA32DPbt7M
168,"We Paid (feat. 42 Dugg)","Lil Baby",20390,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
169,Sorry,Sigma,20388,https://open.spotify.com/track/2Cdr30vauxNgjpzGhaBSbj
170,"Se Dio Mono Matia","Anastasios Rammos",20362,https://open.spotify.com/track/1lOe7FYbQErFbABpiu5hiU
171,Physical,"Dua Lipa",20214,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
172,Rockstar,SNIK,20083,https://open.spotify.com/track/0RxnJZJuG8RAaVPvCTHHxx
173,"Fallin in Love",Rina,19954,https://open.spotify.com/track/4u3XkDGXws90XiNSa2JKNf
174,Dianikterevo,"Giorgos Mazonakis",19891,https://open.spotify.com/track/6Dit1erL7lMDu8Y2E8aUnR
175,"Chicago Freestyle (feat. Giveon)",Drake,19882,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
176,Vergia,"Thug Slime",19813,https://open.spotify.com/track/4x0t8nd5J5LGrGbQWXZ6T5
177,"Bad Energy","Juice WRLD",19765,https://open.spotify.com/track/0JoWBcL61YWLXM5vW0YTHO
