,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
101,"La Cama - Remix",Lunay,42777,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
102,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,42634,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
103,"Fantasias - Remix","Rauw Alejandro",42456,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
104,"Si Se Da - Remix","Myke Towers",41813,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
105,"ADMV - Versión Urbana",Maluma,41476,https://open.spotify.com/track/3wBKCNw7BFIalnqe4VXzdK
106,"Si Te Vas",Sech,41290,https://open.spotify.com/track/2aGN6PplBq0xigh2lmqLbw
107,"Si Tu Amor No Vuelve",Greeicy,41051,https://open.spotify.com/track/1Q2uBll5mMW8BY4T9XSrCo
108,Inolvidable,"Ovy On The Drums",40975,https://open.spotify.com/track/0OTtnwUO8natNWSwdZvXVF
109,"Otro Trago - Remix",Sech,40819,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
110,"La Boca","Mau y Ricky",40265,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
111,4K,"El Alfa",40210,https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp
112,"Otro Trago",Sech,39987,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
113,"Una Vida Para Recordar","Piso 21",39758,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus
114,"Pa Mí - Remix",Dalex,39550,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
115,Muévelo,"Nicky Jam",39515,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
116,"Savage Love (Laxed - Siren Beat)","Jawsh 685",39413,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
117,Infeliz,Arcangel,38890,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
118,+Linda,Dalex,38838,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
119,"How You Like That",BLACKPINK,38703,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
120,Gris,"J Balvin",38242,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
121,"Feel Me","Rich Music LTD",38153,https://open.spotify.com/track/6KeweE0BlXx3AtjMKhBLaz
122,Definitivamente,"Daddy Yankee",38071,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
123,"UN PESO","J Balvin",37988,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
124,"Adan y Eva","Paulo Londra",37723,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
125,Señorita,"Shawn Mendes",37214,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
126,"Toosie Slide",Drake,37192,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
127,"Me Gusta",Shakira,37018,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
128,"Mala Fama","Danna Paola",37011,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
129,Narcos,"Anuel AA",36809,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
130,"Ты мой кайф","Dzharo & Khanza",36735,https://open.spotify.com/track/2MHSX5b2U5DEeebmpuX8Ha
131,"Me Rehúso","Danny Ocean",36705,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
132,"FEEL THE BEAT","Black Eyed Peas",36412,https://open.spotify.com/track/2nfFzgqp18tzFWrUCxFHpo
133,"Fuentes de Ortiz","Ed Maverick",36360,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
134,Caraluna,Bacilos,36127,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
135,"La Mejor Versión de Mi - Remix","Natti Natasha",35927,https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ
136,"Honey Boo",CNCO,35806,https://open.spotify.com/track/0P0UtGDZpUMWoFCuDTn78K
137,"Alguien Me Gusta","Andy Rivera",35746,https://open.spotify.com/track/4iFTIshL0xDCw8JJUl5AJ3
138,"Con Altura",ROSALÍA,35683,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
139,Follow,"KAROL G",35681,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
140,Bichiyal,"Bad Bunny",35495,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
141,"BAD CON NICKY","Bad Bunny",35334,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
142,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",35323,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
143,Medusa,"Jhay Cortez",35045,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
144,"Esta Noche","Mike Bahía",34995,https://open.spotify.com/track/4vhkI8x68EaGQR3Kn7Pwhc
145,"Ride It",Regard,34722,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
146,"Me Dediqué a Perderte","Alejandro Fernández",34581,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
147,"Someone You Loved","Lewis Capaldi",34493,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
148,"Oye Pablo","Danna Paola",34363,https://open.spotify.com/track/6vruVVMkk7YGKzkuIrtOWz
149,"Colgando en tus manos (con Marta Sánchez)","Carlos Baute",34192,https://open.spotify.com/track/3UI9I3e1g1y5T3SMfdgfGO
150,"Carita de Inocente (feat. Myke Towers) - Remix","Prince Royce",34156,https://open.spotify.com/track/5kQre7o8ky5DXeEPcyaCR1
151,"Cuando Nadie Ve",Morat,33982,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
152,"Me perdiste","Kim Loaiza",33714,https://open.spotify.com/track/1znPo0QYH2TeIBrOCSfrqI
153,Procura,"ChiChi Peralta",33706,https://open.spotify.com/track/2q9udNV9NK0BL3q9p6TLxf
154,Believer,"Imagine Dragons",33701,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
155,"La Mujer Perfecta",KURT,33675,https://open.spotify.com/track/5XR1WyZ0uOSHRNhP85QxT4
156,"La Mitad",Camilo,33644,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
157,"Say So","Doja Cat",33635,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
158,"Que Mal Te Fue","Natti Natasha",33560,https://open.spotify.com/track/2btKz4s1XrMn5VHe7xZJpi
159,"Dime Cuantas Veces (Remix) [feat. Justin Quiles]","Micro TDH",33423,https://open.spotify.com/track/4MWb6mltydQn84NrTm7Gpl
160,"Besos En Guerra",Morat,33218,https://open.spotify.com/track/1mlGScrDQqHqmhdIqE8MmA
161,Jangueo,"Anuel AA",33176,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
162,"Calma - Remix","Pedro Capó",32901,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
163,"Yo x Ti, Tu x Mi",ROSALÍA,32770,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
164,"Que Tire Pa Lante","Daddy Yankee",32702,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
165,Loco,Beéle,32488,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
166,"TBT - Remix","Sebastian Yatra",32425,https://open.spotify.com/track/2SdwRMzLw1vKClRinPqtuU
167,"Que Mas Pues - Remix","Justin Quiles",32342,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
168,"Bajo El Agua","Manuel Medrano",32303,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
169,"Ya Me Enteré",Reik,32119,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja
170,Bonita,Juanes,31989,https://open.spotify.com/track/3ewwb5s3WHYqEdkBnwKlTS
171,Amantes,Greeicy,31957,https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD
172,"Rain On Me (with Ariana Grande)","Lady Gaga",31943,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
173,"La Presión","Lalo Ebratt",31648,https://open.spotify.com/track/0LXk0yWcGfACtMKX0igobq
174,"La Boca - Remix","Mau y Ricky",31392,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
175,"Lamento Boliviano","Los Enanitos Verdes",31322,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
176,"Whine Up","Nicky Jam",30776,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
177,Oye,TINI,30679,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE
178,"Adore You","Harry Styles",30555,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
179,Verde,"J Balvin",30238,https://open.spotify.com/track/3HTbI3yUJQw3fP0Po8qLcD
180,"Ponte Pa' Mi","Rauw Alejandro",30223,https://open.spotify.com/track/10u2iOS0r6plfb9GknD7g4
181,"La flaca","Jarabe De Palo",30086,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
182,Falling,"Trevor Daniel",29979,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
183,"Pero Ya No","Bad Bunny",29902,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
