,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
131,小幸運,"Hebe Tien",23451,https://open.spotify.com/track/1ZeVIrCWzEmsJexkrgvjFv
132,"Boy With Luv (feat. Halsey)",BTS,23442,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
133,戀無可戀,"Leo Ku",23315,https://open.spotify.com/track/4zVevFBE0Ub4WaUS91f9g1
134,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",23299,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
135,"Sunday Best",Surfaces,23057,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
136,陀飛輪,"Eason Chan",22968,https://open.spotify.com/track/0pmGleExiQyd0HxV5kAOwK
137,"我輸不起 - 劇集 “那些我愛過的人” 片尾曲",HANA,22761,https://open.spotify.com/track/7swdkNtUu50kvlCGDVzUSz
138,Psycho,"Red Velvet",22725,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
139,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",22689,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
140,"Go Crazy","Chris Brown",22654,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
141,死性不改,Twins,22590,https://open.spotify.com/track/7aMEBZUCJFyV4VM60yEHtC
142,高山低谷,"Phil Lam",22530,https://open.spotify.com/track/75ZEiExjqAGBFmjlFPZPLY
143,淘汰(國),"Eason Chan",22512,https://open.spotify.com/track/3aawXLnJpcDVXCl1UUksAW
144,K歌之王,"Eason Chan",22508,https://open.spotify.com/track/4QkfX9IvweUUIDY9pRACPp
145,十面埋伏,"Eason Chan",22192,https://open.spotify.com/track/3p4UTiSIIpP4LFn0KEyEOj
146,逃生門,JW,22164,https://open.spotify.com/track/0ziKtZzRh1Hsc8JzlCOOum
147,"終身美麗 (電影“瘦身男女”主題曲)","Sammi Cheng",22141,https://open.spotify.com/track/3ctJQ3riTHFk5A5SMDr1F7
148,"In Your Eyes","The Weeknd",22140,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
149,"no song without you",HONNE,22079,https://open.spotify.com/track/1lNHWPDvKEbamKezpLq7HW
150,漸漸,"Eason Chan",22063,https://open.spotify.com/track/1o5PE9VNUd8EJtcYLA3QxP
151,Lemon,"Kenshi Yonezu",22014,https://open.spotify.com/track/35KlorpQ6LQVVslvlcu1gN
152,長相廝守,ToNick,21995,https://open.spotify.com/track/44TjgDPUGUqU3ylA8tBkVf
153,"我們 - 《後來的我們》電影主題曲","Eason Chan",21708,https://open.spotify.com/track/0Uf0SvwUrf02ucIt1d0Wos
